City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,,,,,,,,,,,,,
Hyderabad,27/09/18,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,28/09/18,94,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,
Hyderabad,29/09/18,101,55.55,109.08,83.83,115.14,1.06,95.95,,,,,,,,,,,,,
Hyderabad,30/09/18,122,67.1,131.76,101.26,139.08,1.28,115.9,,,,,,,,,,,,,
Hyderabad,01/10/18,128,70.4,138.24,106.24,145.92,1.34,121.6,,,,,,,,,,,,,
Hyderabad,02/10/18,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,03/10/18,75,41.25,81,62.25,85.5,0.79,71.25,,,,,,,,,,,,,
Hyderabad,04/10/18,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,05/10/18,84,46.2,90.72,69.72,95.76,0.88,79.8,,,,,,,,,,,,,
Hyderabad,06/10/18,116,63.8,125.28,96.28,132.24,1.22,110.2,,,,,,,,,,,,,
Hyderabad,07/10/18,118,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,
Hyderabad,08/10/18,126,69.3,136.08,104.58,143.64,1.32,119.7,,,,,,,,,,,,,
Hyderabad,09/10/18,126,69.3,136.08,104.58,143.64,1.32,119.7,,,,,,,,,,,,,
Hyderabad,10/10/18,131,72.05,141.48,108.73,149.34,1.38,124.45,,,,,,,,,,,,,
Hyderabad,11/10/18,117,64.35,126.36,97.11,133.38,1.23,111.15,,,,,,,,,,,,,
Hyderabad,12/10/18,117,64.35,126.36,97.11,133.38,1.23,111.15,,,,,,,,,,,,,
Hyderabad,13/10/18,121,66.55,130.68,100.43,137.94,1.27,114.95,,,,,,,,,,,,,
Hyderabad,14/10/18,107,58.85,115.56,88.81,121.98,1.12,101.65,,,,,,,,,,,,,
Hyderabad,15/10/18,92,50.6,99.36,76.36,104.88,0.97,87.4,,,,,,,,,,,,,
Hyderabad,16/10/18,96,52.8,103.68,79.68,109.44,1.01,91.2,,,,,,,,,,,,,
Hyderabad,17/10/18,70,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,
Hyderabad,18/10/18,69,37.95,74.52,57.27,78.66,0.72,65.55,,,,,,,,,,,,,
Hyderabad,19/10/18,71,39.05,76.68,58.93,80.94,0.75,67.45,,,,,,,,,,,,,
Hyderabad,20/10/18,106,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,
Hyderabad,21/10/18,115,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,
Hyderabad,22/10/18,124,68.2,133.92,102.92,141.36,1.3,117.8,,,,,,,,,,,,,
Hyderabad,23/10/18,122,67.1,131.76,101.26,139.08,1.28,115.9,,,,,,,,,,,,,
Hyderabad,24/10/18,126,69.3,136.08,104.58,143.64,1.32,119.7,,,,,,,,,,,,,
Hyderabad,25/10/18,125,68.75,135,103.75,142.5,1.31,118.75,,,,,,,,,,,,,
Hyderabad,26/10/18,106,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,
Hyderabad,27/10/18,120,66,129.6,99.6,136.8,1.26,114,,,,,,,,,,,,,
Hyderabad,28/10/18,113,62.15,122.04,93.79,128.82,1.19,107.35,,,,,,,,,,,,,
Hyderabad,29/10/18,107,58.85,115.56,88.81,121.98,1.12,101.65,,,,,,,,,,,,,
Hyderabad,30/10/18,115,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,
Hyderabad,31/10/18,120,66,129.6,99.6,136.8,1.26,114,,,,,,,,,,,,,
Hyderabad,01/11/18,106,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,
Hyderabad,02/11/18,76,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,
Hyderabad,03/11/18,55,30.25,59.4,45.65,62.7,0.58,52.25,,,,,,,,,,,,,
Hyderabad,04/11/18,54,29.7,58.32,44.82,61.56,0.57,51.3,,,,,,,,,,,,,
Hyderabad,05/11/18,63,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,
Hyderabad,06/11/18,83,45.65,89.64,68.89,94.62,0.87,78.85,,,,,,,,,,,,,
Hyderabad,07/11/18,97,53.35,104.76,80.51,110.58,1.02,92.15,,,,,,,,,,,,,
Hyderabad,08/11/18,112,61.6,120.96,92.96,127.68,1.18,106.4,,,,,,,,,,,,,
Hyderabad,09/11/18,120,66,129.6,99.6,136.8,1.26,114,,,,,,,,,,,,,
Hyderabad,10/11/18,135,74.25,145.8,112.05,153.9,1.42,128.25,,,,,,,,,,,,,
Hyderabad,11/11/18,128,70.4,138.24,106.24,145.92,1.34,121.6,,,,,,,,,,,,,
Hyderabad,12/11/18,130,71.5,140.4,107.9,148.2,1.37,123.5,,,,,,,,,,,,,
Hyderabad,13/11/18,133,73.15,143.64,110.39,151.62,1.4,126.35,,,,,,,,,,,,,
Hyderabad,14/11/18,142,78.1,153.36,117.86,161.88,1.49,134.9,,,,,,,,,,,,,
Hyderabad,15/11/18,129,70.95,139.32,107.07,147.06,1.35,122.55,,,,,,,,,,,,,
Hyderabad,16/11/18,118,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,
Hyderabad,17/11/18,64,35.2,69.12,53.12,72.96,0.67,60.8,,,,,,,,,,,,,
Hyderabad,18/11/18,57,31.35,61.56,47.31,64.98,0.6,54.15,,,,,,,,,,,,,
Hyderabad,19/11/18,54,29.7,58.32,44.82,61.56,0.57,51.3,,,,,,,,,,,,,
Hyderabad,20/11/18,94,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,
Hyderabad,21/11/18,136,74.8,146.88,112.88,155.04,1.43,129.2,,,,,,,,,,,,,
Hyderabad,22/11/18,130,71.5,140.4,107.9,148.2,1.37,123.5,,,,,,,,,,,,,
Hyderabad,23/11/18,138,75.9,149.04,114.54,157.32,1.45,131.1,,,,,,,,,,,,,
Hyderabad,24/11/18,149,81.95,160.92,123.67,169.86,1.56,141.55,,,,,,,,,,,,,
Hyderabad,25/11/18,138,75.9,149.04,114.54,157.32,1.45,131.1,,,,,,,,,,,,,
Hyderabad,26/11/18,136,74.8,146.88,112.88,155.04,1.43,129.2,,,,,,,,,,,,,
Hyderabad,27/11/18,139,76.45,150.12,115.37,158.46,1.46,132.05,,,,,,,,,,,,,
Hyderabad,28/11/18,143,78.65,154.44,118.69,163.02,1.5,135.85,,,,,,,,,,,,,
Hyderabad,29/11/18,148,81.4,159.84,122.84,168.72,1.55,140.6,,,,,,,,,,,,,
Hyderabad,30/11/18,136,74.8,146.88,112.88,155.04,1.43,129.2,,,,,,,,,,,,,
Hyderabad,01/12/18,137,75.35,147.96,113.71,156.18,1.44,130.15,,,,,,,,,,,,,
Hyderabad,02/12/18,142,78.1,153.36,117.86,161.88,1.49,134.9,,,,,,,,,,,,,
Hyderabad,03/12/18,144,79.2,155.52,119.52,164.16,1.51,136.8,,,,,,,,,,,,,
Hyderabad,04/12/18,158,86.9,170.64,131.14,180.12,1.66,150.1,,,,,,,,,,,,,
Hyderabad,05/12/18,140,77,151.2,116.2,159.6,1.47,133,,,,,,,,,,,,,
Hyderabad,06/12/18,122,67.1,131.76,101.26,139.08,1.28,115.9,,,,,,,,,,,,,
Hyderabad,07/12/18,108,59.4,116.64,89.64,123.12,1.13,102.6,,,,,,,,,,,,,
Hyderabad,08/12/18,147,80.85,158.76,122.01,167.58,1.54,139.65,,,,,,,,,,,,,
Hyderabad,09/12/18,160,88,172.8,132.8,182.4,1.68,152,,,,,,,,,,,,,
Hyderabad,10/12/18,162,89.1,174.96,134.46,184.68,1.7,153.9,,,,,,,,,,,,,
Hyderabad,11/12/18,156,85.8,168.48,129.48,177.84,1.64,148.2,,,,,,,,,,,,,
Hyderabad,12/12/18,155,85.25,167.4,128.65,176.7,1.63,147.25,,,,,,,,,,,,,
Hyderabad,13/12/18,144,79.2,155.52,119.52,164.16,1.51,136.8,,,,,,,,,,,,,
Hyderabad,14/12/18,148,81.4,159.84,122.84,168.72,1.55,140.6,,,,,,,,,,,,,
Hyderabad,15/12/18,155,85.25,167.4,128.65,176.7,1.63,147.25,,,,,,,,,,,,,
Hyderabad,16/12/18,153,84.15,165.24,126.99,174.42,1.61,145.35,,,,,,,,,,,,,
Hyderabad,17/12/18,141,77.55,152.28,117.03,160.74,1.48,133.95,,,,,,,,,,,,,
Hyderabad,18/12/18,49,26.95,52.92,40.67,55.86,0.51,46.55,,,,,,,,,,,,,
Hyderabad,19/12/18,58,31.9,62.64,48.14,66.12,0.61,55.1,,,,,,,,,,,,,
Hyderabad,20/12/18,78,42.9,84.24,64.74,88.92,0.82,74.1,,,,,,,,,,,,,
Hyderabad,21/12/18,108,59.4,116.64,89.64,123.12,1.13,102.6,,,,,,,,,,,,,
Hyderabad,22/12/18,136,74.8,146.88,112.88,155.04,1.43,129.2,,,,,,,,,,,,,
Hyderabad,23/12/18,159,87.45,171.72,131.97,181.26,1.67,151.05,,,,,,,,,,,,,
Hyderabad,24/12/18,158,86.9,170.64,131.14,180.12,1.66,150.1,,,,,,,,,,,,,
Hyderabad,25/12/18,150,82.5,162,124.5,171,1.58,142.5,,,,,,,,,,,,,
Hyderabad,26/12/18,136,74.8,146.88,112.88,155.04,1.43,129.2,,,,,,,,,,,,,
Hyderabad,27/12/18,131,72.05,141.48,108.73,149.34,1.38,124.45,,,,,,,,,,,,,
Hyderabad,28/12/18,129,70.95,139.32,107.07,147.06,1.35,122.55,,,,,,,,,,,,,
Hyderabad,29/12/18,133,73.15,143.64,110.39,151.62,1.4,126.35,,,,,,,,,,,,,
Hyderabad,30/12/18,143,78.65,154.44,118.69,163.02,1.5,135.85,,,,,,,,,,,,,
Hyderabad,31/12/18,131,72.05,141.48,108.73,149.34,1.38,124.45,,,,,,,,,,,,,
Hyderabad,01/01/19,132,72.6,142.56,109.56,150.48,1.39,125.4,,,,,,,,,,,,,
Hyderabad,02/01/19,141,77.55,152.28,117.03,160.74,1.48,133.95,,,,,,,,,,,,,
Hyderabad,03/01/19,144,79.2,155.52,119.52,164.16,1.51,136.8,,,,,,,,,,,,,
Hyderabad,04/01/19,147,80.85,158.76,122.01,167.58,1.54,139.65,,,,,,,,,,,,,
Hyderabad,05/01/19,145,79.75,156.6,120.35,165.3,1.52,137.75,,,,,,,,,,,,,
Hyderabad,06/01/19,155,85.25,167.4,128.65,176.7,1.63,147.25,,,,,,,,,,,,,
Hyderabad,07/01/19,153,84.15,165.24,126.99,174.42,1.61,145.35,,,,,,,,,,,,,
Hyderabad,08/01/19,151,83.05,163.08,125.33,172.14,1.59,143.45,,,,,,,,,,,,,
Hyderabad,09/01/19,148,81.4,159.84,122.84,168.72,1.55,140.6,,,,,,,,,,,,,
Hyderabad,10/01/19,146,80.3,157.68,121.18,166.44,1.53,138.7,,,,,,,,,,,,,
Hyderabad,11/01/19,152,83.6,164.16,126.16,173.28,1.6,144.4,,,,,,,,,,,,,
Hyderabad,12/01/19,158,86.9,170.64,131.14,180.12,1.66,150.1,,,,,,,,,,,,,
Hyderabad,13/01/19,147,80.85,158.76,122.01,167.58,1.54,139.65,,,,,,,,,,,,,
Hyderabad,14/01/19,147,80.85,158.76,122.01,167.58,1.54,139.65,,,,,,,,,,,,,
Hyderabad,15/01/19,148,81.4,159.84,122.84,168.72,1.55,140.6,,,,,,,,,,,,,
Hyderabad,16/01/19,154,84.7,166.32,127.82,175.56,1.62,146.3,,,,,,,,,,,,,
Hyderabad,17/01/19,146,80.3,157.68,121.18,166.44,1.53,138.7,,,,,,,,,,,,,
Hyderabad,18/01/19,146,80.3,157.68,121.18,166.44,1.53,138.7,,,,,,,,,,,,,
Hyderabad,19/01/19,154,84.7,166.32,127.82,175.56,1.62,146.3,,,,,,,,,,,,,
Hyderabad,20/01/19,152,83.6,164.16,126.16,173.28,1.6,144.4,,,,,,,,,,,,,
Hyderabad,21/01/19,130,71.5,140.4,107.9,148.2,1.37,123.5,,,,,,,,,,,,,
Hyderabad,22/01/19,94,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,
Hyderabad,23/01/19,112,61.6,120.96,92.96,127.68,1.18,106.4,,,,,,,,,,,,,
Hyderabad,24/01/19,111,61.05,119.88,92.13,126.54,1.17,105.45,,,,,,,,,,,,,
Hyderabad,25/01/19,84,46.2,90.72,69.72,95.76,0.88,79.8,,,,,,,,,,,,,
Hyderabad,26/01/19,67,36.85,72.36,55.61,76.38,0.7,63.65,,,,,,,,,,,,,
Hyderabad,27/01/19,83,45.65,89.64,68.89,94.62,0.87,78.85,,,,,,,,,,,,,
Hyderabad,28/01/19,142,78.1,153.36,117.86,161.88,1.49,134.9,,,,,,,,,,,,,
Hyderabad,29/01/19,134,73.7,144.72,111.22,152.76,1.41,127.3,,,,,,,,,,,,,
Hyderabad,30/01/19,105,57.75,113.4,87.15,119.7,1.1,99.75,,,,,,,,,,,,,
Hyderabad,31/01/19,118,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,
Hyderabad,01/02/19,130,71.5,140.4,107.9,148.2,1.37,123.5,,,,,,,,,,,,,
Hyderabad,02/02/19,119,65.45,128.52,98.77,135.66,1.25,113.05,,,,,,,,,,,,,
Hyderabad,03/02/19,122,67.1,131.76,101.26,139.08,1.28,115.9,,,,,,,,,,,,,
Hyderabad,04/02/19,116,63.8,125.28,96.28,132.24,1.22,110.2,,,,,,,,,,,,,
Hyderabad,05/02/19,117,64.35,126.36,97.11,133.38,1.23,111.15,,,,,,,,,,,,,
Hyderabad,06/02/19,134,73.7,144.72,111.22,152.76,1.41,127.3,,,,,,,,,,,,,
Hyderabad,07/02/19,118,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,
Hyderabad,08/02/19,117,64.35,126.36,97.11,133.38,1.23,111.15,,,,,,,,,,,,,
Hyderabad,09/02/19,132,72.6,142.56,109.56,150.48,1.39,125.4,,,,,,,,,,,,,
Hyderabad,10/02/19,130,71.5,140.4,107.9,148.2,1.37,123.5,,,,,,,,,,,,,
Hyderabad,11/02/19,114,62.7,123.12,94.62,129.96,1.2,108.3,,,,,,,,,,,,,
Hyderabad,12/02/19,128,70.4,138.24,106.24,145.92,1.34,121.6,,,,,,,,,,,,,
Hyderabad,13/02/19,132,72.6,142.56,109.56,150.48,1.39,125.4,,,,,,,,,,,,,
Hyderabad,14/02/19,130,71.5,140.4,107.9,148.2,1.37,123.5,,,,,,,,,,,,,
Hyderabad,15/02/19,96,52.8,103.68,79.68,109.44,1.01,91.2,,,,,,,,,,,,,
Hyderabad,16/02/19,92,50.6,99.36,76.36,104.88,0.97,87.4,,,,,,,,,,,,,
Hyderabad,17/02/19,105,57.75,113.4,87.15,119.7,1.1,99.75,,,,,,,,,,,,,
Hyderabad,18/02/19,116,63.8,125.28,96.28,132.24,1.22,110.2,,,,,,,,,,,,,
Hyderabad,19/02/19,122,67.1,131.76,101.26,139.08,1.28,115.9,,,,,,,,,,,,,
Hyderabad,20/02/19,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,21/02/19,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,22/02/19,94,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,
Hyderabad,23/02/19,125,68.75,135,103.75,142.5,1.31,118.75,,,,,,,,,,,,,
Hyderabad,24/02/19,105,57.75,113.4,87.15,119.7,1.1,99.75,,,,,,,,,,,,,
Hyderabad,25/02/19,101,55.55,109.08,83.83,115.14,1.06,95.95,,,,,,,,,,,,,
Hyderabad,26/02/19,120,66,129.6,99.6,136.8,1.26,114,,,,,,,,,,,,,
Hyderabad,27/02/19,109,59.95,117.72,90.47,124.26,1.14,103.55,,,,,,,,,,,,,
Hyderabad,28/02/19,111,61.05,119.88,92.13,126.54,1.17,105.45,,,,,,,,,,,,,
Hyderabad,01/03/19,119,65.45,128.52,98.77,135.66,1.25,113.05,,,,,,,,,,,,,
Hyderabad,02/03/19,74,40.7,79.92,61.42,84.36,0.78,70.3,,,,,,,,,,,,,
Hyderabad,03/03/19,68,37.4,73.44,56.44,77.52,0.71,64.6,,,,,,,,,,,,,
Hyderabad,04/03/19,77,42.35,83.16,63.91,87.78,0.81,73.15,,,,,,,,,,,,,
Hyderabad,05/03/19,126,69.3,136.08,104.58,143.64,1.32,119.7,,,,,,,,,,,,,
Hyderabad,06/03/19,135,74.25,145.8,112.05,153.9,1.42,128.25,,,,,,,,,,,,,
Hyderabad,07/03/19,139,76.45,150.12,115.37,158.46,1.46,132.05,,,,,,,,,,,,,
Hyderabad,08/03/19,144,79.2,155.52,119.52,164.16,1.51,136.8,,,,,,,,,,,,,
Hyderabad,09/03/19,114,62.7,123.12,94.62,129.96,1.2,108.3,,,,,,,,,,,,,
Hyderabad,10/03/19,101,55.55,109.08,83.83,115.14,1.06,95.95,,,,,,,,,,,,,
Hyderabad,11/03/19,87,47.85,93.96,72.21,99.18,0.91,82.65,,,,,,,,,,,,,
Hyderabad,12/03/19,96,52.8,103.68,79.68,109.44,1.01,91.2,,,,,,,,,,,,,
Hyderabad,13/03/19,103,56.65,111.24,85.49,117.42,1.08,97.85,,,,,,,,,,,,,
Hyderabad,14/03/19,99,54.45,106.92,82.17,112.86,1.04,94.05,,,,,,,,,,,,,
Hyderabad,15/03/19,106,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,
Hyderabad,16/03/19,96,52.8,103.68,79.68,109.44,1.01,91.2,,,,,,,,,,,,,
Hyderabad,17/03/19,95,52.25,102.6,78.85,108.3,1,90.25,,,,,,,,,,,,,
Hyderabad,18/03/19,94,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,
Hyderabad,19/03/19,70,38.5,75.6,58.1,79.8,0.74,66.5,,,,,,,,,,,,,
Hyderabad,20/03/19,90,49.5,97.2,74.7,102.6,0.95,85.5,,,,,,,,,,,,,
Hyderabad,21/03/19,93,51.15,100.44,77.19,106.02,0.98,88.35,,,,,,,,,,,,,
Hyderabad,22/03/19,76,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,
Hyderabad,23/03/19,94,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,
Hyderabad,24/03/19,113,62.15,122.04,93.79,128.82,1.19,107.35,,,,,,,,,,,,,
Hyderabad,25/03/19,105,57.75,113.4,87.15,119.7,1.1,99.75,,,,,,,,,,,,,
Hyderabad,26/03/19,113,62.15,122.04,93.79,128.82,1.19,107.35,,,,,,,,,,,,,
Hyderabad,27/03/19,104,57.2,112.32,86.32,118.56,1.09,98.8,,,,,,,,,,,,,
Hyderabad,28/03/19,120,66,129.6,99.6,136.8,1.26,114,,,,,,,,,,,,,
Hyderabad,29/03/19,128,70.4,138.24,106.24,145.92,1.34,121.6,,,,,,,,,,,,,
Hyderabad,30/03/19,130,71.5,140.4,107.9,148.2,1.37,123.5,,,,,,,,,,,,,
Hyderabad,31/03/19,123,67.65,132.84,102.09,140.22,1.29,116.85,,,,,,,,,,,,,
Hyderabad,01/04/19,99,54.45,106.92,82.17,112.86,1.04,94.05,,,,,,,,,,,,,
Hyderabad,02/04/19,113,62.15,122.04,93.79,128.82,1.19,107.35,,,,,,,,,,,,,
Hyderabad,03/04/19,104,57.2,112.32,86.32,118.56,1.09,98.8,,,,,,,,,,,,,
Hyderabad,04/04/19,98,53.9,105.84,81.34,111.72,1.03,93.1,,,,,,,,,,,,,
Hyderabad,05/04/19,85,46.75,91.8,70.55,96.9,0.89,80.75,,,,,,,,,,,,,
Hyderabad,06/04/19,85,46.75,91.8,70.55,96.9,0.89,80.75,,,,,,,,,,,,,
Hyderabad,07/04/19,73,40.15,78.84,60.59,83.22,0.77,69.35,,,,,,,,,,,,,
Hyderabad,08/04/19,77,42.35,83.16,63.91,87.78,0.81,73.15,,,,,,,,,,,,,
Hyderabad,09/04/19,88,48.4,95.04,73.04,100.32,0.92,83.6,,,,,,,,,,,,,
Hyderabad,10/04/19,98,53.9,105.84,81.34,111.72,1.03,93.1,,,,,,,,,,,,,
Hyderabad,11/04/19,77,42.35,83.16,63.91,87.78,0.81,73.15,,,,,,,,,,,,,
Hyderabad,12/04/19,83,45.65,89.64,68.89,94.62,0.87,78.85,,,,,,,,,,,,,
Hyderabad,13/04/19,93,51.15,100.44,77.19,106.02,0.98,88.35,,,,,,,,,,,,,
Hyderabad,14/04/19,95,52.25,102.6,78.85,108.3,1,90.25,,,,,,,,,,,,,
Hyderabad,15/04/19,89,48.95,96.12,73.87,101.46,0.93,84.55,,,,,,,,,,,,,
Hyderabad,16/04/19,102,56.1,110.16,84.66,116.28,1.07,96.9,,,,,,,,,,,,,
Hyderabad,17/04/19,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,18/04/19,106,58.3,114.48,87.98,120.84,1.11,100.7,,,,,,,,,,,,,
Hyderabad,19/04/19,79,43.45,85.32,65.57,90.06,0.83,75.05,,,,,,,,,,,,,
Hyderabad,20/04/19,62,34.1,66.96,51.46,70.68,0.65,58.9,,,,,,,,,,,,,
Hyderabad,21/04/19,62,34.1,66.96,51.46,70.68,0.65,58.9,,,,,,,,,,,,,
Hyderabad,22/04/19,63,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,
Hyderabad,23/04/19,98,53.9,105.84,81.34,111.72,1.03,93.1,,,,,,,,,,,,,
Hyderabad,24/04/19,80,44,86.4,66.4,91.2,0.84,76,,,,,,,,,,,,,
Hyderabad,25/04/19,103,56.65,111.24,85.49,117.42,1.08,97.85,,,,,,,,,,,,,
Hyderabad,26/04/19,101,55.55,109.08,83.83,115.14,1.06,95.95,,,,,,,,,,,,,
Hyderabad,27/04/19,119,65.45,128.52,98.77,135.66,1.25,113.05,,,,,,,,,,,,,
Hyderabad,28/04/19,108,59.4,116.64,89.64,123.12,1.13,102.6,,,,,,,,,,,,,
Hyderabad,29/04/19,98,53.9,105.84,81.34,111.72,1.03,93.1,,,,,,,,,,,,,
Hyderabad,30/04/19,90,49.5,97.2,74.7,102.6,0.95,85.5,,,,,,,,,,,,,
Hyderabad,01/05/19,94,51.7,101.52,78.02,107.16,0.99,89.3,,,,,,,,,,,,,
Hyderabad,02/05/19,115,63.25,124.2,95.45,131.1,1.21,109.25,,,,,,,,,,,,,
Hyderabad,03/05/19,118,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,
Hyderabad,04/05/19,108,59.4,116.64,89.64,123.12,1.13,102.6,,,,,,,,,,,,,
Hyderabad,05/05/19,102,56.1,110.16,84.66,116.28,1.07,96.9,,,,,,,,,,,,,
Hyderabad,06/05/19,114,62.7,123.12,94.62,129.96,1.2,108.3,,,,,,,,,,,,,
Hyderabad,07/05/19,130,71.5,140.4,107.9,148.2,1.37,123.5,,,,,,,,,,,,,
Hyderabad,08/05/19,133,73.15,143.64,110.39,151.62,1.4,126.35,,,,,,,,,,,,,
Hyderabad,09/05/19,127,69.85,137.16,105.41,144.78,1.33,120.65,,,,,,,,,,,,,
Hyderabad,10/05/19,125,68.75,135,103.75,142.5,1.31,118.75,,,,,,,,,,,,,
Hyderabad,11/05/19,120,66,129.6,99.6,136.8,1.26,114,,,,,,,,,,,,,
Hyderabad,12/05/19,91,50.05,98.28,75.53,103.74,0.96,86.45,,,,,,,,,,,,,
Hyderabad,13/05/19,102,56.1,110.16,84.66,116.28,1.07,96.9,,,,,,,,,,,,,
Hyderabad,14/05/19,90,49.5,97.2,74.7,102.6,0.95,85.5,,,,,,,,,,,,,
Hyderabad,15/05/19,107,58.85,115.56,88.81,121.98,1.12,101.65,,,,,,,,,,,,,
Hyderabad,16/05/19,86,47.3,92.88,71.38,98.04,0.9,81.7,,,,,,,,,,,,,
Hyderabad,17/05/19,112,61.6,120.96,92.96,127.68,1.18,106.4,,,,,,,,,,,,,
Hyderabad,18/05/19,112,61.6,120.96,92.96,127.68,1.18,106.4,,,,,,,,,,,,,
Hyderabad,19/05/19,134,73.7,144.72,111.22,152.76,1.41,127.3,,,,,,,,,,,,,
Hyderabad,20/05/19,109,59.95,117.72,90.47,124.26,1.14,103.55,,,,,,,,,,,,,
Hyderabad,21/05/19,109,59.95,117.72,90.47,124.26,1.14,103.55,,,,,,,,,,,,,
Hyderabad,22/05/19,103,56.65,111.24,85.49,117.42,1.08,97.85,,,,,,,,,,,,,
Hyderabad,23/05/19,102,56.1,110.16,84.66,116.28,1.07,96.9,,,,,,,,,,,,,
Hyderabad,24/05/19,82,45.1,88.56,68.06,93.48,0.86,77.9,,,,,,,,,,,,,
Hyderabad,25/05/19,114,62.7,123.12,94.62,129.96,1.2,108.3,,,,,,,,,,,,,
Hyderabad,26/05/19,126,69.3,136.08,104.58,143.64,1.32,119.7,,,,,,,,,,,,,
Hyderabad,27/05/19,109,59.95,117.72,90.47,124.26,1.14,103.55,,,,,,,,,,,,,
Hyderabad,28/05/19,110,60.5,118.8,91.3,125.4,1.16,104.5,,,,,,,,,,,,,
Hyderabad,29/05/19,124,68.2,133.92,102.92,141.36,1.3,117.8,,,,,,,,,,,,,
Hyderabad,30/05/19,118,64.9,127.44,97.94,134.52,1.24,112.1,,,,,,,,,,,,,
Hyderabad,31/05/19,100,55,108,83,114,1.05,95,,,,,,,,,,,,,
Hyderabad,01/06/19,86,47.3,92.88,71.38,98.04,0.9,81.7,,,,,,,,,,,,,
Hyderabad,02/06/19,112,61.6,120.96,92.96,127.68,1.18,106.4,,,,,,,,,,,,,
Hyderabad,03/06/19,79,43.45,85.32,65.57,90.06,0.83,75.05,,,,,,,,,,,,,
Hyderabad,04/06/19,64,35.2,69.12,53.12,72.96,0.67,60.8,,,,,,,,,,,,,
Hyderabad,05/06/19,76,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,
Hyderabad,06/06/19,102,56.1,110.16,84.66,116.28,1.07,96.9,,,,,,,,,,,,,
Hyderabad,07/06/19,75,41.25,81,62.25,85.5,0.79,71.25,,,,,,,,,,,,,
Hyderabad,08/06/19,63,34.65,68.04,52.29,71.82,0.66,59.85,,,,,,,,,,,,,
Hyderabad,09/06/19,76,41.8,82.08,63.08,86.64,0.8,72.2,,,,,,,,,,,,,
Hyderabad,10/06/19,67,36.85,72.36,55.61,76.38,0.7,63.65,,,,,,,,,,,,,
Hyderabad,11/06/19,48,26.4,51.84,39.84,54.72,0.5,45.6,,,,,,,,,,,,,
Hyderabad,12/06/19,44,24.2,47.52,36.52,50.16,0.46,41.8,,,,,,,,,,,,,
Hyderabad,13/06/19,36,19.8,38.88,29.88,41.04,0.38,34.2,,,,,,,,,,,,,
Hyderabad,14/06/19,36,19.8,38.88,29.88,41.04,0.38,34.2,,,,,,,,,,,,,
Hyderabad,15/06/19,58,31.9,62.64,48.14,66.12,0.61,55.1,,,,,,,,,,,,,
Hyderabad,16/06/19,50,27.5,54,41.5,57,0.53,47.5,,,,,,,,,,,,,
Hyderabad,17/06/19,60,33,64.8,49.8,68.4,0.63,57,,,,,,,,,,,,,
Hyderabad,18/06/19,58,31.9,62.64,48.14,66.12,0.61,55.1,,,,,,,,,,,,,
Hyderabad,19/06/19,57,31.35,61.56,47.31,64.98,0.6,54.15,,,,,,,,,,,,,
Hyderabad,20/06/19,51,28.05,55.08,42.33,58.14,0.54,48.45,,,,,,,,,,,,,
Hyderabad,21/06/19,67,36.85,72.36,55.61,76.38,0.7,63.65,,,,,,,,,,,,,
Hyderabad,22/06/19,50,27.5,54,41.5,57,0.53,47.5,,,,,,,,,,,,,
